785M	.
501K	./.venv/Lib/site-packages/pandas/tests/plotting/frame
500K	./.venv/Lib/site-packages/statsmodels/tsa/statespace/_simulation_smoother.cp312-win_amd64.pyd
500K	./.venv/Lib/site-packages/scipy/stats/tests/__pycache__/test_stats.cpython-312.pyc
500K	./.venv/Lib/site-packages/pandas/_libs/tslibs/timestamps.cp312-win_amd64.pyd
494K	./.venv/Lib/site-packages/statsmodels/treatment/tests
494K	./.venv/Lib/site-packages/scipy/optimize/_lsq
493K	./.venv/Lib/site-packages/statsmodels/tsa/__pycache__
491K	./.venv/Lib/site-packages/sklearn/gaussian_process
488K	./.venv/Lib/site-packages/pip/_vendor/distlib/__pycache__
488K	./.venv/Lib/site-packages/pandas/plotting/_matplotlib
485K	./.venv/Lib/site-packages/pandas/tests/io/formats/style
484K	./.venv/Lib/site-packages/scipy/integrate/_vode.cp312-win_amd64.pyd
482K	./.venv/Lib/site-packages/statsmodels/regression/tests/results
481K	./.venv/Lib/site-packages/statsmodels/genmod/tests/results/__pycache__
481K	./.venv/Lib/site-packages/statsmodels/genmod/tests/__pycache__
481K	./.venv/Lib/site-packages/scipy/io/tests/data
481K	./.venv/Lib/site-packages/pandas/tests/arrays/categorical
477K	./.venv/Lib/site-packages/statsmodels/treatment/tests/results
472K	./.venv/Lib/site-packages/scipy/sparse/linalg/_propack/_cpropack.cp312-win_amd64.pyd
472K	./.venv/Lib/site-packages/click/__pycache__
469K	./.venv/Lib/site-packages/pandas/tests/indexes/period
469K	./.venv/Lib/site-packages/pandas/tests/arithmetic/__pycache__
468K	./data/Tracción_by_make_model_combustible_plazas_cambio_potencia.json
468K	./.venv/Lib/site-packages/scipy/linalg/_matfuncs_expm.cp312-win_amd64.pyd
467K	./.venv/Lib/site-packages/joblib/test/__pycache__
465K	./.venv/Lib/site-packages/tzdata/zoneinfo/America
465K	./.venv/Lib/site-packages/statsmodels/regression/__pycache__
464K	./.venv/Lib/site-packages/statsmodels/genmod/tests/results/medparlogresids.csv
464K	./.venv/Lib/site-packages/pandas/core/generic.py
464K	./.venv/Lib/site-packages/pandas/core/__pycache__/generic.cpython-312.pyc
464K	./.venv/Lib/site-packages/pandas/_libs/tslibs/timedeltas.cp312-win_amd64.pyd
464K	./.venv/Lib/site-packages/numpy/polynomial/__pycache__
460K	./.venv/Lib/site-packages/scipy/stats/tests/data/nist_anova/SmLs03.dat
460K	./.venv/Lib/site-packages/scipy/sparse/linalg/_propack/_zpropack.cp312-win_amd64.pyd
460K	./.venv/Lib/site-packages/numpy/ma/__pycache__
459K	./.venv/Lib/site-packages/pip/_vendor/requests
457K	./.venv/Lib/site-packages/statsmodels/tsa/innovations
457K	./.venv/Lib/site-packages/pandas/tests/scalar
456K	./.venv/Lib/site-packages/statsmodels/tsa/statespace/_kalman_smoother.cp312-win_amd64.pyd
456K	./.venv/Lib/site-packages/pip/_vendor/pyparsing/__pycache__
454K	./.venv/Lib/site-packages/sklearn/metrics/cluster
451K	./.venv/Lib/site-packages/scipy/sparse/linalg/_isolve
450K	./.venv/Lib/site-packages/scipy/integrate/_ivp
449K	./.venv/Lib/site-packages/sklearn/impute
448K	./.venv/Lib/site-packages/pandas/core/__pycache__/frame.cpython-312.pyc
446K	./.venv/Lib/site-packages/sklearn/compose
446K	./.venv/Lib/site-packages/pandas/io/parsers
445K	./.venv/Lib/site-packages/sklearn/neighbors/tests
445K	./.venv/Lib/site-packages/scipy/integrate/tests
444K	./.venv/Lib/site-packages/scipy/sparse/linalg/_propack/_spropack.cp312-win_amd64.pyd
440K	./.venv/Lib/site-packages/scipy/sparse/linalg/_propack/_dpropack.cp312-win_amd64.pyd
440K	./.venv/Lib/site-packages/scipy/integrate/_quadpack.cp312-win_amd64.pyd
440K	./.venv/Lib/site-packages/pandas/core/frame.py
439K	./.venv/Lib/site-packages/pandas/tests/reshape/concat
439K	./.venv/Lib/site-packages/numpy/testing
437K	./.venv/Lib/site-packages/statsmodels/discrete/__pycache__
437K	./.venv/Lib/site-packages/statsmodels/base/tests
437K	./.venv/Lib/site-packages/sklearn/ensemble/_hist_gradient_boosting/tests
437K	./.venv/Lib/site-packages/numpy/typing/tests/data/pass
436K	./.venv/Lib/site-packages/statsmodels/tsa/exponential_smoothing/_ets_smooth.cp312-win_amd64.pyd
436K	./.venv/Lib/site-packages/scipy/stats/__pycache__/_stats_py.cpython-312.pyc
435K	./.venv/Lib/site-packages/pandas/tests/extension/base
433K	./.venv/Lib/site-packages/sklearn/preprocessing/tests/__pycache__
